"link","post_url","account_name","account_handle","account_url","account_page_admin_top_country","links","expanded_links","post_url_1","link_1","country","Csm"
"https://www.facebook.com/derechosdloshombres/photos/a.404747659945153/1411608082592434/?type=3","https://www.facebook.com/394206864332566/posts/1411608182592424","Derechos de los hombres","derechosdloshombres","https://www.facebook.com/394206864332566","CO","https://www.facebook.com/derechosdloshombres/photos/a.404747659945153/1411608082592434/?type=3","https://www.facebook.com/derechosdloshombres/photos/a.404747659945153/1411608082592434/?type=3","394206864332566/","derechosdloshombres/photos","SLV","N.D"
"https://www.facebook.com/1572729122955195/posts/2773537962874299/","https://www.facebook.com/groups/1606815329554276/permalink/2690963181139480","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/1572729122955195/posts/2773537962874299/","https://www.facebook.com/1572729122955195/posts/2773537962874299/","groups/1606815329554276","1572729122955195/posts",NA,"ARG"
"https://www.facebook.com/40diasporlavidaYUCATAN/photos/a.2234917210066782/3313732855518540/?type=3","https://www.facebook.com/groups/1606815329554276/permalink/2811061802462950","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/40diasporlavidaYUCATAN/photos/a.2234917210066782/3313732855518540/?type=3","https://www.facebook.com/40diasporlavidaYUCATAN/photos/a.2234917210066782/3313732855518540/?type=3","groups/1606815329554276","40diasporlavidaYUCATAN/photos",NA,"MEX"
"https://www.facebook.com/photo.php?fbid=10159871363096115&set=p.10159871363096115&type=3","https://www.facebook.com/164426520630735/posts/1128822047524506","No a La Ideologia De Genero","providatfamilia","https://www.facebook.com/164426520630735","PE","https://m.facebook.com/story.php?story_fbid=10159871366391115&id=745216114|https://www.youtube.com/watch?v=CKaIM6584G8|https://www.facebook.com/photo.php?fbid=10159871363096115&set=p.10159871363096115&type=3","https://m.facebook.com/story.php?story_fbid=10159871366391115&id=745216114|https://www.youtube.com/watch?v=CKaIM6584G8|https://www.facebook.com/photo.php?fbid=10159871363096115&set=p.10159871363096115&type=3","164426520630735/","photo.php?fbid=10159871363096115&set=p.10159871363096115&type=3/","PER","INT"
"https://www.facebook.com/notevotoconabortoeideologiadegenero/photos/a.3193051320762759/4228098160591398/?type=3","https://www.facebook.com/1930264687041435/posts/4228098310591383","Con Aborto no te VOTO","notevotoconabortoeideologiadegenero","https://www.facebook.com/1930264687041435","AR","https://www.facebook.com/notevotoconabortoeideologiadegenero/photos/a.3193051320762759/4228098160591398/?type=3","https://www.facebook.com/notevotoconabortoeideologiadegenero/photos/a.3193051320762759/4228098160591398/?type=3","1930264687041435/","notevotoconabortoeideologiadegenero/photos","PER","N.D"
"https://www.facebook.com/photo.php?fbid=1431447623913368&set=gm.616159402434302&type=3","https://www.facebook.com/groups/260647194652193/permalink/616159402434302","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,"https://www.facebook.com/photo.php?fbid=1431447623913368&set=gm.616159402434302&type=3","https://www.facebook.com/photo.php?fbid=1431447623913368&set=gm.616159402434302&type=3","groups/260647194652193","photo.php?fbid=1431447623913368&set=gm.616159402434302&type=3/",NA,"N.D"
"https://youtube.com/watch?v=P_kTMtQl7rY&feature=share","https://www.facebook.com/groups/1606815329554276/permalink/3161818560720604","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://youtube.com/watch?v=P_kTMtQl7rY&feature=share","https://youtube.com/watch?v=P_kTMtQl7rY&feature=share","groups/1606815329554276","watch?v=P_kTMtQl7rY&feature=share/",NA,"N.D"
"https://www.facebook.com/100671468223243/photos/a.100673088223081/145996060357450/?type=3","https://www.facebook.com/231337000820875/posts/600981727189732","Jovenes Pro-Vida México","JovenesProVidaMexico","https://www.facebook.com/231337000820875","MX","https://www.facebook.com/100671468223243/photos/a.100673088223081/145996060357450/?type=3","https://www.facebook.com/100671468223243/photos/a.100673088223081/145996060357450/?type=3","231337000820875/","100671468223243/photos","PER",NA
"https://www.facebook.com/politicamentediestros/photos/a.100756727983938/646531606739778/?type=3","https://www.facebook.com/885884934808298/posts/4254664997930258","Latinoamérica Unida por la Familia Natural y la Vida","LatinoamericaUnidaPorLaFamiliaNatural","https://www.facebook.com/885884934808298","BO","https://www.facebook.com/politicamentediestros/photos/a.100756727983938/646531606739778/?type=3","https://www.facebook.com/politicamentediestros/photos/a.100756727983938/646531606739778/?type=3","885884934808298/","politicamentediestros/photos","ARG","N.D"
"https://www.facebook.com/104097804720385/photos/a.107351357728363/182742943522537/?type=3","https://www.facebook.com/104097804720385/posts/182742990189199","La Resistencia Mx",NA,"https://www.facebook.com/104097804720385","MX","https://www.facebook.com/104097804720385/photos/a.107351357728363/182742943522537/?type=3","https://www.facebook.com/104097804720385/photos/a.107351357728363/182742943522537/?type=3","104097804720385/","104097804720385/photos","MEX",NA
"https://www1.cbn.com/mundocristiano/el-mundo/2020/january/42-millones-de-bebes-asesinados-el-aborto-fue-la-principal-causa-de-muerte-en-2019","https://www.facebook.com/groups/2437830799612513/permalink/2972136609515260","CATÓLICOS CONTRA EL ABORTO Y LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/2437830799612513",NA,"https://www1.cbn.com/mundocristiano/el-mundo/2020/january/42-millones-de-bebes-asesinados-el-aborto-fue-la-principal-causa-de-muerte-en-2019","https://www1.cbn.com/mundocristiano/el-mundo/2020/january/42-millones-de-bebes-asesinados-el-aborto-fue-la-principal-causa-de-muerte-en-2019","groups/2437830799612513","mundocristiano/el-mundo",NA,"N.D"
"https://www.facebook.com/photo.php?fbid=1550759345113676&set=gm.1177678702648747&type=3","https://www.facebook.com/groups/260647194652193/permalink/624615788255330","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,"https://www.facebook.com/photo.php?fbid=1550759345113676&set=gm.1177678702648747&type=3","https://www.facebook.com/photo.php?fbid=1550759345113676&set=gm.1177678702648747&type=3","groups/260647194652193","photo.php?fbid=1550759345113676&set=gm.1177678702648747&type=3/",NA,"N.D"
"https://www.facebook.com/261460981135418/photos/a.261477507800432/540521413229372/?type=3","https://www.facebook.com/496015284135277/posts/769663756770427","Movimiento Ola Celeste Nacional Solidaridad Vida y Familia","MovimientoCelesteMX","https://www.facebook.com/496015284135277","MX","https://www.facebook.com/261460981135418/photos/a.261477507800432/540521413229372/?type=3","https://www.facebook.com/261460981135418/photos/a.261477507800432/540521413229372/?type=3","496015284135277/","261460981135418/photos","ARG","INT"
NA,"https://www.facebook.com/groups/1606815329554276/permalink/2928019690767160","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,NA,NA,"groups/1606815329554276","/",NA,"N.D"
"https://www.facebook.com/comandoprovida/photos/a.304520106881091/728260867840344/?type=3","https://www.facebook.com/304517390214696/posts/728261357840295","Comando Provida Antifeminista","comandoprovida","https://www.facebook.com/304517390214696","MX","https://www.facebook.com/comandoprovida/photos/a.304520106881091/728260867840344/?type=3","https://www.facebook.com/comandoprovida/photos/a.304520106881091/728260867840344/?type=3","304517390214696/","comandoprovida/photos","SLV","SLV"
"https://www.facebook.com/120700761930436/videos/3089150837878217/","https://www.facebook.com/groups/1606815329554276/permalink/2831878177047979","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/120700761930436/videos/3089150837878217/","https://www.facebook.com/120700761930436/videos/3089150837878217/","groups/1606815329554276","120700761930436/videos",NA,"INT"
"https://www.facebook.com/defensoraderechosnnya/photos/a.130923871883568/327967595512527/?type=3","https://www.facebook.com/108559050672933/posts/321117006083802","Derechos Del Hombre Por Igualdad","DerechosDelHombrePorIgualdad","https://www.facebook.com/108559050672933","AR","https://www.facebook.com/defensoraderechosnnya/photos/a.130923871883568/327967595512527/?type=3","https://www.facebook.com/defensoraderechosnnya/photos/a.130923871883568/327967595512527/?type=3","108559050672933/","defensoraderechosnnya/photos","MEX","ARG"
"https://www.facebook.com/nadiemenoscentroamerica/photos/a.106731660861656/231603751707779/?type=3","https://www.facebook.com/106729880861834/posts/231603778374443","Nadie Menos Centroamérica","nadiemenoscentroamerica","https://www.facebook.com/106729880861834","SV","https://www.facebook.com/nadiemenoscentroamerica/photos/a.106731660861656/231603751707779/?type=3","https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fnadiemenoscentroamerica%2Fphotos%2Fa.106731660861656%2F231603751707779%2F%3Ftype%3D3","106729880861834/","nadiemenoscentroamerica/photos","ARG","INT"
"https://www.aciprensa.com/noticias/planned-parenthood-en-eeuu-llama-sucio-a-senador-provida-de-origen-mexicano-55163?fbclid=IwAR1yleWHnstOVSI537xiKktCg8Crvqd1K-LXH_zF_VKg1HmMBvWgeULwS90","https://www.facebook.com/106729880861834/posts/169131934621628","Nadie Menos Centroamérica","nadiemenoscentroamerica","https://www.facebook.com/106729880861834","SV","https://www.aciprensa.com/noticias/planned-parenthood-en-eeuu-llama-sucio-a-senador-provida-de-origen-mexicano-55163?fbclid=IwAR1yleWHnstOVSI537xiKktCg8Crvqd1K-LXH_zF_VKg1HmMBvWgeULwS90|https://www.aciprensa.com/noticias/planned-parenthood-en-eeuu-llama-sucio-a-senador-provida-de-origen-mexicano-55163?fbclid=IwAR1yleWHnstOVSI537xiKktCg8Crvqd1K-LXH_zF_VKg1HmMBvWgeULwS90","https://www.aciprensa.com/noticias/planned-parenthood-en-eeuu-llama-sucio-a-senador-provida-de-origen-mexicano-55163?fbclid=IwAR1yleWHnstOVSI537xiKktCg8Crvqd1K-LXH_zF_VKg1HmMBvWgeULwS90|https://www.aciprensa.com/noticias/planned-parenthood-en-eeuu-llama-sucio-a-senador-provida-de-origen-mexicano-55163?fbclid=IwAR1yleWHnstOVSI537xiKktCg8Crvqd1K-LXH_zF_VKg1HmMBvWgeULwS90","106729880861834/","noticias/planned-parenthood-en-eeuu-llama-sucio-a-senador-provida-de-origen-mexicano-55163?fbclid=IwAR1yleWHnstOVSI537xiKktCg8Crvqd1K-LXH_zF_VKg1HmMBvWgeULwS90","MEX","INT"
"https://www.elmetropolitano.com.co/el-aborto-otra-perspectiva","https://www.facebook.com/groups/2437830799612513/permalink/3280527728676145","CATÓLICOS CONTRA EL ABORTO Y LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/2437830799612513",NA,"https://www.elmetropolitano.com.co/el-aborto-otra-perspectiva","https://www.elmetropolitano.com.co/el-aborto-otra-perspectiva","groups/2437830799612513","el-aborto-otra-perspectiva/",NA,"COL"
"https://www.facebook.com/ipscuba/photos/a.209950259033618/4352219431473326/?type=3","https://www.facebook.com/groups/259753348068603/permalink/732842024093064","no a la ideología de género en México",NA,"https://www.facebook.com/groups/259753348068603",NA,"https://www.facebook.com/ipscuba/photos/a.209950259033618/4352219431473326/?type=3","https://www.facebook.com/ipscuba/photos/a.209950259033618/4352219431473326/?type=3","groups/259753348068603","ipscuba/photos",NA,"BOL"
"https://www.facebook.com/FamilyOriginalDesign/photos/a.1400834266635492/3574813212570909/?type=3","https://www.facebook.com/1391810604204525/posts/3574813549237542","Familia Diseño Original","FamilyOriginalDesign","https://www.facebook.com/1391810604204525","US","https://www.facebook.com/FamilyOriginalDesign/photos/a.1400834266635492/3574813212570909/?type=3","https://www.facebook.com/FamilyOriginalDesign/photos/a.1400834266635492/3574813212570909/?type=3","1391810604204525/","FamilyOriginalDesign/photos","BOL","MUNDO"
"https://www.facebook.com/photo.php?fbid=10158352501204499&set=p.10158352501204499&type=3","https://www.facebook.com/110005472438844/posts/3550464871726203","Red Provida Latam","redprovidalatam","https://www.facebook.com/110005472438844","CO","https://m.youtube.com/watch?v=LkchUOzVIZ8|https://www.facebook.com/photo.php?fbid=10158352501204499&set=p.10158352501204499&type=3","https://www.youtube.com/watch?app=desktop&v=LkchUOzVIZ8|https://www.facebook.com/photo.php?fbid=10158352501204499&set=p.10158352501204499&type=3","110005472438844/","photo.php?fbid=10158352501204499&set=p.10158352501204499&type=3/","MEX","INT"
"https://www.facebook.com/ximenacordobapaginaoficial/videos/1271216859906435/","https://www.facebook.com/groups/1606815329554276/permalink/2887083138194149","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/ximenacordobapaginaoficial/videos/1271216859906435/","https://www.facebook.com/ximenacordobapaginaoficial/videos/1271216859906435/","groups/1606815329554276","ximenacordobapaginaoficial/videos",NA,"N.D"
"https://www.facebook.com/photo.php?fbid=2732624357035107&set=gm.1465074463850141&type=3","https://www.facebook.com/groups/893101194380807/permalink/1465074463850141","NO A LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/893101194380807",NA,"https://www.facebook.com/photo.php?fbid=2732624357035107&set=gm.1465074463850141&type=3","https://www.facebook.com/photo.php?fbid=2732624357035107&set=gm.1465074463850141&type=3","groups/893101194380807","photo.php?fbid=2732624357035107&set=gm.1465074463850141&type=3/","BOL","N.D"
"https://www.facebook.com/105785631231879/videos/215155823683782/","https://www.facebook.com/groups/1606815329554276/permalink/2997985057103956","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/105785631231879/videos/215155823683782/","https://www.facebook.com/105785631231879/videos/215155823683782/","groups/1606815329554276","105785631231879/videos",NA,"N.D"
NA,"https://www.facebook.com/groups/1606815329554276/permalink/3170130909889369","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,NA,NA,"groups/1606815329554276","/",NA,"N.D"
"https://www.youtube.com/watch?v=sGnWa3Y1gLk","https://www.facebook.com/groups/2437830799612513/permalink/4891769127551989","CATÓLICOS CONTRA EL ABORTO Y LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/2437830799612513",NA,"https://www.youtube.com/watch?v=sGnWa3Y1gLk","https://www.youtube.com/watch?v=sGnWa3Y1gLk","groups/2437830799612513","watch?v=sGnWa3Y1gLk/",NA,"ARG"
"https://www.facebook.com/photo.php?fbid=580857683280387&set=gm.4073330142776587&type=3","https://www.facebook.com/groups/1606815329554276/permalink/3144812319087895","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/photo.php?fbid=580857683280387&set=gm.4073330142776587&type=3","https://www.facebook.com/photo.php?fbid=580857683280387&set=gm.4073330142776587&type=3","groups/1606815329554276","photo.php?fbid=580857683280387&set=gm.4073330142776587&type=3/",NA,"N.D"
NA,"https://www.facebook.com/groups/259753348068603/permalink/765869364123663","no a la ideología de género en México",NA,"https://www.facebook.com/groups/259753348068603",NA,NA,NA,"groups/259753348068603","/",NA,"N.D"
"https://youtu.be/6A_ETSjdefQ","https://www.facebook.com/groups/198383487313673/permalink/1079828295835850","Con Mis Hijos No te Metas - Argentina",NA,"https://www.facebook.com/groups/198383487313673",NA,"https://youtu.be/6A_ETSjdefQ","https://youtu.be/6A_ETSjdefQ","groups/198383487313673","6A_ETSjdefQ/",NA,"EU"
"https://www.facebook.com/brenda.delriodepetarra/videos/1718908458262501/","https://www.facebook.com/groups/1606815329554276/permalink/2814217308814066","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/brenda.delriodepetarra/videos/1718908458262501/","https://www.facebook.com/brenda.delriodepetarra/videos/1718908458262501/","groups/1606815329554276","brenda.delriodepetarra/videos",NA,"N.D"
"https://youtube.com/watch?v=FEFAvlTZyZ8&feature=share","https://www.facebook.com/groups/1606815329554276/permalink/3150950588474068","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://youtube.com/watch?v=FEFAvlTZyZ8&feature=share","https://youtube.com/watch?v=FEFAvlTZyZ8&feature=share","groups/1606815329554276","watch?v=FEFAvlTZyZ8&feature=share/",NA,"N.D"
"https://www.facebook.com/SeminarioMayorSLP/videos/221709593312960/","https://www.facebook.com/groups/1606815329554276/permalink/3152186798350447","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/SeminarioMayorSLP/videos/221709593312960/","https://www.facebook.com/SeminarioMayorSLP/videos/221709593312960/","groups/1606815329554276","SeminarioMayorSLP/videos",NA,"N.D"
"https://www.facebook.com/261460981135418/photos/a.348673489080833/682403775707801/?type=3","https://www.facebook.com/120505899338298/posts/377362883652597","OLA CELESTE Córdoba, Ver","olacelestecordobaver","https://www.facebook.com/120505899338298","MX","https://www.facebook.com/261460981135418/photos/a.348673489080833/682403775707801/?type=3","https://www.facebook.com/261460981135418/photos/a.348673489080833/682403775707801/?type=3","120505899338298/","261460981135418/photos","MEX","INT"
"https://www.facebook.com/photo.php?fbid=10220371123528962&set=p.10220371123528962&type=3","https://www.facebook.com/100032395851919/posts/404463530643505","NO A La Ideologia De Genero En El PERU","NOalaIDEOLOGIAdeGENEROenelPERU","https://www.facebook.com/1448163908579938","PE","https://www.facebook.com/photo.php?fbid=10220371123528962&set=p.10220371123528962&type=3","https://www.facebook.com/photo.php?fbid=10220371123528962&set=p.10220371123528962&type=3","1448163908579938/","photo.php?fbid=10220371123528962&set=p.10220371123528962&type=3/","ECU","INT"
"https://www.facebook.com/photo.php?fbid=10158979579644252&set=p.10158979579644252&type=3","https://www.facebook.com/groups/2437830799612513/permalink/3260522324010019","CATÓLICOS CONTRA EL ABORTO Y LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/2437830799612513",NA,"https://www.facebook.com/photo.php?fbid=10158979579644252&set=p.10158979579644252&type=3","https://www.facebook.com/photo.php?fbid=10158979579644252&set=p.10158979579644252&type=3","groups/2437830799612513","photo.php?fbid=10158979579644252&set=p.10158979579644252&type=3/",NA,"N.D"
NA,"https://www.facebook.com/groups/850969585455100/permalink/899437613941630","POR LA FAMILIA ORIGINAL",NA,"https://www.facebook.com/groups/850969585455100",NA,NA,NA,"groups/850969585455100","/","PER","N.D"
"https://www.facebook.com/OlaCelesteArgentina/photos/a.234408730579738/538778420142766/?type=3","https://www.facebook.com/234401220580489/posts/538778766809398","Ola Celeste - Argentina","OlaCelesteArgentina","https://www.facebook.com/234401220580489","AR","https://www.facebook.com/OlaCelesteArgentina/photos/a.234408730579738/538778420142766/?type=3","https://www.facebook.com/OlaCelesteArgentina/photos/a.234408730579738/538778420142766/?type=3","234401220580489/","OlaCelesteArgentina/photos","ECU","N.D"
"https://www.facebook.com/MarianosPorLaVida/photos/a.581239485899298/588622738494306/?type=3","https://www.facebook.com/groups/2437830799612513/permalink/3511125378949711","CATÓLICOS CONTRA EL ABORTO Y LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/2437830799612513",NA,"https://www.facebook.com/MarianosPorLaVida/photos/a.581239485899298/588622738494306/?type=3","https://www.facebook.com/MarianosPorLaVida/photos/a.581239485899298/588622738494306/?type=3","groups/2437830799612513","MarianosPorLaVida/photos",NA,"N.D"
NA,"https://www.facebook.com/groups/260647194652193/permalink/615838542466388","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,NA,NA,"groups/260647194652193","/",NA,"N.D"
"https://www.facebook.com/FSSPXES/photos/a.989481964435126/4195462180503739/?type=3","https://www.facebook.com/groups/2437830799612513/permalink/4614081201987451","CATÓLICOS CONTRA EL ABORTO Y LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/2437830799612513",NA,"https://www.facebook.com/FSSPXES/photos/a.989481964435126/4195462180503739/?type=3","https://www.facebook.com/FSSPXES/photos/a.989481964435126/4195462180503739/?type=3","groups/2437830799612513","FSSPXES/photos",NA,"N.D"
NA,"https://www.facebook.com/groups/1606815329554276/permalink/2707100779525720","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,NA,NA,"groups/1606815329554276","/",NA,"N.D"
"https://www.facebook.com/102235001844303/photos/a.102237925177344/112792250788578/?type=3","https://www.facebook.com/groups/1606815329554276/permalink/2984491648453297","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/102235001844303/photos/a.102237925177344/112792250788578/?type=3","https://www.facebook.com/102235001844303/photos/a.102237925177344/112792250788578/?type=3","groups/1606815329554276","102235001844303/photos",NA,"N.D"
"https://www.facebook.com/FrenteNacionalPorLaFamiliaOficial/photos/a.1230211493665468/3757375540949038/?type=3","https://www.facebook.com/groups/893101194380807/permalink/1232516890439234","NO A LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/893101194380807",NA,"http://bit.ly/sabervotarmx|https://www.facebook.com/FrenteNacionalPorLaFamiliaOficial/photos/a.1230211493665468/3757375540949038/?type=3","http://bit.ly/sabervotarmx|https://www.facebook.com/FrenteNacionalPorLaFamiliaOficial/photos/a.1230211493665468/3757375540949038/?type=3","groups/893101194380807","FrenteNacionalPorLaFamiliaOficial/photos","ARG","MEX"
"https://www.facebook.com/134065280477943/photos/a.153926611825143/861000387784425/?type=3","https://www.facebook.com/134065280477943/posts/861000417784422","Patri-Arcadio","patriarcadio3","https://www.facebook.com/134065280477943","PE","https://www.facebook.com/134065280477943/photos/a.153926611825143/861000387784425/?type=3","https://www.facebook.com/134065280477943/photos/a.153926611825143/861000387784425/?type=3","134065280477943/","134065280477943/photos","ECU","INT"
"https://www.facebook.com/LasParejasReales/videos/2771920906427496/","https://www.facebook.com/494433874321825/posts/1004875926610948","NADIE MENOS PERU","perunadiemenos","https://www.facebook.com/494433874321825","PE","https://www.facebook.com/LasParejasReales/videos/2771920906427496/","https://www.facebook.com/LasParejasReales/videos/2771920906427496/","494433874321825/","LasParejasReales/videos","BOL","EU"
"https://www.facebook.com/ElSuperCerdito/photos/a.105803577812790/131436695249478/?type=3","https://www.facebook.com/107248964362222/posts/115926633494455","Patriarcado Incorporated",NA,"https://www.facebook.com/107248964362222","MX","https://www.facebook.com/ElSuperCerdito/photos/a.105803577812790/131436695249478/?type=3","https://www.facebook.com/ElSuperCerdito/photos/a.105803577812790/131436695249478/?type=3","107248964362222/","ElSuperCerdito/photos","SLV","N.D"
"https://www.facebook.com/cruzadaporlafamilia.chihuahua/photos/a.177702319524473/739967349964631/?type=3","https://www.facebook.com/1452786531692182/posts/2505298736440951","Argumentos contra la Ideología de Género",NA,"https://www.facebook.com/1452786531692182","MX","https://www.facebook.com/cruzadaporlafamilia.chihuahua/photos/a.177702319524473/739967349964631/?type=3","https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fcruzadaporlafamilia.chihuahua%2Fphotos%2Fa.177702319524473%2F739967349964631%2F%3Ftype%3D3","1452786531692182/","cruzadaporlafamilia.chihuahua/photos","SLV","INT"
"https://youtu.be/fNw3hMbSQng","https://www.facebook.com/groups/303970143732912/permalink/1063565527773366","LA VERDAD SOBRE LA IDEOLOGIA DE GÉNERO   #LaVerdadSobreLaIdeologiaDeGenero",NA,"https://www.facebook.com/groups/303970143732912",NA,"https://youtu.be/fNw3hMbSQng","https://youtu.be/fNw3hMbSQng","groups/303970143732912","fNw3hMbSQng/",NA,"EU"
"https://www.facebook.com/photo.php?fbid=10158059516630819&set=gm.1288367664854156&type=3","https://www.facebook.com/groups/893101194380807/permalink/1288367664854156","NO A LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/893101194380807",NA,"https://www.facebook.com/photo.php?fbid=10158059516630819&set=gm.1288367664854156&type=3","https://www.facebook.com/photo.php?fbid=10158059516630819&set=gm.1288367664854156&type=3","groups/893101194380807","photo.php?fbid=10158059516630819&set=gm.1288367664854156&type=3/","SLV","N.D"
NA,"https://www.facebook.com/groups/1411250252226356/permalink/4116087951742559","¡¡Somos La Generación Pro-vida!!",NA,"https://www.facebook.com/groups/1411250252226356",NA,"https://www.instagram.com/p/B_f9G88l35G/?igshid=1bq0vymdv6mk8","https://www.instagram.com/p/B_f9G88l35G/?igshid=1bq0vymdv6mk8","groups/1411250252226356","/",NA,"N.D"
"https://politicaveraz.com/trump-destruye-a-los-democratas-al-decirle-al-partido-republicano-que-hacer-tras-la-muerte-de-ginsburg/","https://www.facebook.com/1027785660759723/posts/1415220245349594","2.0 Marxismo Cultural",NA,"https://www.facebook.com/1027785660759723","CR","https://politicaveraz.com/trump-destruye-a-los-democratas-al-decirle-al-partido-republicano-que-hacer-tras-la-muerte-de-ginsburg/","https://politicaveraz.com/trump-destruye-a-los-democratas-al-decirle-al-partido-republicano-que-hacer-tras-la-muerte-de-ginsburg/","1027785660759723/","trump-destruye-a-los-democratas-al-decirle-al-partido-republicano-que-hacer-tras-la-muerte-de-ginsburg/","ECU","INT"
"https://www.facebook.com/103804554712119/posts/244149370677636/","https://www.facebook.com/107248964362222/posts/219458109807973","Patriarcado Incorporated",NA,"https://www.facebook.com/107248964362222","MX","https://www.facebook.com/103804554712119/posts/244149370677636/","https://www.facebook.com/103804554712119/posts/244149370677636/","107248964362222/","103804554712119/posts","MEX","N.D"
"https://www.facebook.com/107248964362222/photos/a.108096977610754/130353778718407/?type=3","https://www.facebook.com/107248964362222/posts/130353798718405","Patriarcado Incorporated",NA,"https://www.facebook.com/107248964362222","MX","https://www.facebook.com/107248964362222/photos/a.108096977610754/130353778718407/?type=3","https://www.facebook.com/107248964362222/photos/a.108096977610754/130353778718407/?type=3","107248964362222/","107248964362222/photos","CRI","N.D"
NA,"https://www.facebook.com/groups/1606815329554276/permalink/2835724379996692","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,NA,NA,"groups/1606815329554276","/",NA,"N.D"
"https://www.facebook.com/tabascoreza/videos/701523040578755/","https://www.facebook.com/groups/1411250252226356/permalink/4511374908880526","¡¡Somos La Generación Pro-vida!!",NA,"https://www.facebook.com/groups/1411250252226356",NA,"https://www.facebook.com/tabascoreza/videos/701523040578755/","https://www.facebook.com/tabascoreza/videos/701523040578755/","groups/1411250252226356","tabascoreza/videos",NA,"MEX"
"https://www.facebook.com/somosmmmhuachipa/videos/213128993872251/","https://www.facebook.com/groups/975946939153291/permalink/4141740022573951",""" PRO FAMILIA , PRO VIDA INTERNACIONAL""",NA,"https://www.facebook.com/groups/975946939153291",NA,"https://www.facebook.com/somosmmmhuachipa/videos/213128993872251/","https://www.facebook.com/somosmmmhuachipa/videos/213128993872251/","groups/975946939153291","somosmmmhuachipa/videos",NA,"N.D"
"https://www.facebook.com/caritasargentina/photos/a.459482730744441/4604039946288678/?type=3","https://www.facebook.com/groups/260647194652193/permalink/502827440434166","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,"https://www.caritas.org.ar/sumate/|https://www.facebook.com/caritasargentina/photos/a.459482730744441/4604039946288678/?type=3","https://www.caritas.org.ar/sumate/|https://www.facebook.com/caritasargentina/photos/a.459482730744441/4604039946288678/?type=3","groups/260647194652193","caritasargentina/photos",NA,"N.D"
"https://www.facebook.com/354996997962422/photos/a.379290785533043/3022062707922491/?type=3","https://www.facebook.com/groups/1606815329554276/permalink/2767572416811889","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/354996997962422/photos/a.379290785533043/3022062707922491/?type=3","https://www.facebook.com/354996997962422/photos/a.379290785533043/3022062707922491/?type=3","groups/1606815329554276","354996997962422/photos",NA,"BOL"
